CoxGLM_0	CoxGLM_0.1	CoxGLM_0.2	CoxGLM_0.3	CoxGLM_0.4	CoxGLM_0.5	CoxGLM_0.6	CoxGLM_0.7	CoxGLM_0.8	CoxGLM_0.9	CoxGLM_1	RFS_1050_20	CoxBoost_	RFX_
1	0.649461803570553	0.649461803570553	0.649461803570553	0.649461803570553	0.649461803570553	0.649461803570553	0.649461803570553	0.649461803570553	0.649461803570553	0.649461803570553	0.649461803570553	0.64833477614622	0.6505724972641	0.645215033565817
2	0.641627690902505	0.641627690902505	0.641627690902505	0.641627690902505	0.641627690902505	0.641627690902505	0.641989889922993	0.641989889922993	0.641989889922993	0.641989889922993	0.641989889922993	0.639155288893088	0.638982063274594	0.641627690902505
3	0.669208777999773	0.669208777999773	0.669208777999773	0.669208777999773	0.669208777999773	0.669208777999773	0.669208777999773	0.669208777999773	0.669208777999773	0.669208777999773	0.669208777999773	0.67071942562903	0.669419943797411	0.668948881633449
4	0.627922389013095	0.627842542318748	0.627842542318748	0.627842542318748	0.627842542318748	0.627842542318748	0.627842542318748	0.627842542318748	0.627842542318748	0.627842542318748	0.627842542318748	0.630293835835196	0.627555094219099	0.627810603641009
5	0.645029913652938	0.645029913652938	0.645029913652938	0.645029913652938	0.645029913652938	0.645029913652938	0.645029913652938	0.645029913652938	0.645029913652938	0.645029913652938	0.645029913652938	0.643672354733303	0.644414276468453	0.644935200239941
6	0.618539426377524	0.618539426377524	0.618539426377524	0.618539426377524	0.618539426377524	0.618539426377524	0.618539426377524	0.618539426377524	0.618539426377524	0.618539426377524	0.618539426377524	0.608957360620801	0.619287771071597	0.611397615057997
7	0.617543201774944	0.617543201774944	0.617543201774944	0.617543201774944	0.617543201774944	0.617543201774944	0.617543201774944	0.617543201774944	0.617543201774944	0.617543201774944	0.617543201774944	0.62068372863348	0.617418205681072	0.617418205681072
8	0.665575419859144	0.666705363361969	0.666705363361969	0.666705363361969	0.675652039315842	0.675652039315842	0.675652039315842	0.675652039315842	0.675652039315842	0.675652039315842	0.675652039315842	0.666163609627738	0.675326987075304	0.665575419859144
9	0.634482981543136	0.634482981543136	0.634482981543136	0.634482981543136	0.634482981543136	0.634482981543136	0.634482981543136	0.634482981543136	0.634482981543136	0.634482981543136	0.634482981543136	0.630668778485309	0.636616349355141	0.633998125222226
10	0.67454325207839	0.67454325207839	0.67650133581136	0.67650133581136	0.67650133581136	0.67650133581136	0.67650133581136	0.67650133581136	0.67650133581136	0.67650133581136	0.67650133581136	0.676658978145794	0.675854172543684	0.67454325207839
